sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2020,5.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2021,5.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2022,5.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2023,5.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2024,6.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2021,1.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2022,0.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2023,0.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BA,BOSNIA AND HERZEGOVINA,2024,1.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2008,7.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2009,7.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2010,7.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2011,4.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2012,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2013,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2014,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2015,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2016,3.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2017,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2018,5.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2019,4.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2020,4.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2021,5.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2022,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2023,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2024,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2008,2.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2009,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2010,3.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2011,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2012,1.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2013,1.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2014,1.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2015,1.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2016,1.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2017,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2018,1.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2019,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2020,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2021,1.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2022,1.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2023,1.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,BG,BULGARIA,2024,1.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2011,4.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2012,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2013,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2014,4.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2015,4.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2016,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2017,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2018,5.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2019,5.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2020,5.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2021,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2022,5.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2023,5.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2024,5.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2008,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2013,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2014,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2017,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2019,2.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2020,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2021,3.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2022,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2023,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CY,CYPRUS,2024,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2008,5.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2009,6.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2010,5.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2011,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2012,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2013,2.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2014,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2015,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2016,2.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2017,2.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2018,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2019,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2020,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2021,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2022,2.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2023,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2024,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2008,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2009,5.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2010,5.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2011,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2012,4.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2013,4.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2014,4.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2015,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2016,4.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2017,4.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2018,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2019,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2020,5.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2021,5.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2022,5.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2023,5.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2024,6.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2008,6.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2009,6.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2010,6.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2011,3.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2012,4.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2013,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2014,3.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2015,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2016,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2017,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2018,4.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2019,3.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2020,4.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2021,5.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2022,5.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2023,4.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,DK,DENMARK,2024,5.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2008,5.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2009,5.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2010,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2011,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2012,2.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2013,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2014,1.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2015,1.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2016,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2017,2.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2018,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2019,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2020,3.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2021,3.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2022,3.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2023,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EE,ESTONIA,2024,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2008,2.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2009,2.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2010,2.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2011,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2012,1.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2013,1.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2014,0.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2015,1.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2016,2.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2017,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2018,1.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2019,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2020,2.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2021,2.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2022,2.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2023,1.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2024,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2008,3.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2009,4.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2010,4.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2011,2.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2012,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2013,2.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2014,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2015,2.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2016,2.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2017,2.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2018,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2019,3.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2020,3.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2021,3.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2022,3.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2023,3.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2024,3.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,4.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,3.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,3.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,3.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,3.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,3.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,3.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,4.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,4.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,4.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,4.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2008,9.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2009,9.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2010,9.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2011,7.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2012,8.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2013,8.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2014,8.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2015,8.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2016,8.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2017,8.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2018,8.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2019,8.0,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2020,8.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2021,7.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2022,8.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2023,9.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FI,FINLAND,2024,9.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2008,6.6,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2009,6.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2010,6.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2011,3.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2012,2.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2013,3.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2014,4.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2015,4.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2016,4.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2017,4.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2018,5.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2019,5.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2020,5.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2021,3.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2022,3.2,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2023,4.1,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2024,3.8,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2008,2.7,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2009,2.5,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2010,2.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2011,1.4,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2012,1.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2013,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2014,1.9,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2015,2.3,INDUSTRY
MANUFACTURING,PERCENTAGE OF TOTAL EMPLOYMENT,HR,CROATIA,2016,1.9,INDUSTRY
