work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type,role_category,salary_band,international_job
2024,MI,FT,Data Scientist,310000,USD,310000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,MI,FT,Data Scientist,310000,USD,310000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Architect,310000,USD,310000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Research Engineer,310000,USD,310000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Engineer,310000,USD,310000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2022,EX,FT,Data Engineer,310000,USD,310000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2023,SE,FT,Applied Scientist,309400,USD,309400,US,0.0,US,L,On-site,Data Scientist,Very High,False
2024,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,MI,FT,Data Engineer,308000,USD,308000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Research Engineer,308000,USD,308000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,308000,USD,308000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Machine Learning Engineer,307100,USD,307100,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,307100,USD,307100,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,306400,USD,306400,CA,0.0,CA,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Architect,306000,USD,306000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Research Engineer,306000,USD,306000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,305600,USD,305600,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,305600,USD,305600,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,AI Architect,305100,USD,305100,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,ML Engineer,305000,USD,305000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,305000,USD,305000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2024,SE,FT,Data Engineer,304750,USD,304750,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Machine Learning Engineer,304750,USD,304750,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,304750,USD,304750,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,304200,USD,304200,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,304000,USD,304000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,SE,FT,Machine Learning Engineer,303400,USD,303400,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,SE,FT,Machine Learning Engineer,303400,USD,303400,CA,100.0,CA,M,Remote,ML / AI Engineer,Very High,False
2024,SE,FT,Research Scientist,303050,USD,303050,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Research Scientist,303050,USD,303050,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Research Scientist,302840,USD,302840,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Machine Learning Software Engineer,302000,USD,302000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,300240,USD,300240,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Infrastructure Engineer,300105,USD,300105,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Machine Learning Infrastructure Engineer,300000,USD,300000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,EX,FT,Data Science,300000,USD,300000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2024,SE,FT,Data Engineer,300000,USD,300000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,MI,FT,Research Scientist,300000,USD,300000,US,0.0,US,M,On-site,Research,Very High,False
2024,EN,FT,Research Analyst,300000,USD,300000,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Research Engineer,300000,USD,300000,GB,0.0,GB,M,On-site,Research,Very High,False
2024,SE,FT,ML Engineer,300000,USD,300000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,Research Engineer,300000,USD,300000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Engineer,300000,USD,300000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,300000,USD,300000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Scientist,300000,USD,300000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,Analytics Engineer,300000,GBP,369120,GB,0.0,GB,M,On-site,Data Analyst / BI,Very High,False
2023,MI,FT,Research Scientist,300000,USD,300000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,ML Engineer,300000,USD,300000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,AI Engineer,300000,GBP,369120,GB,0.0,GB,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,Data Analyst,300000,GBP,369120,GB,0.0,GB,M,On-site,Data Analyst / BI,Very High,False
2023,MI,FT,AI Engineer,300000,USD,300000,QA,100.0,QA,M,Remote,ML / AI Engineer,Very High,False
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,GB,0.0,GB,M,On-site,ML / AI Engineer,Very High,False
2020,EX,FT,Managing Director Data Science,300000,USD,300000,US,100.0,US,L,Remote,Data Scientist,Very High,False
2023,MI,FT,ML Engineer,300000,USD,300000,AU,0.0,AU,M,On-site,ML / AI Engineer,Very High,False
2023,SE,CT,Finance Data Analyst,300000,EUR,323905,FR,100.0,US,M,Remote,Data Analyst / BI,Very High,True
2022,SE,FT,Data Engineer,300000,USD,300000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2022,SE,FT,Research Scientist,300000,USD,300000,US,100.0,US,M,Remote,Research,Very High,False
2022,SE,FT,Data Science Manager,300000,USD,300000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2020,EN,FT,AI Scientist,300000,DKK,45896,DK,50.0,DK,S,Hybrid,ML / AI Engineer,Low,False
2024,SE,FT,Data Architect,299792,USD,299792,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Science Manager,299500,USD,299500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,EX,FT,Data Scientist,299500,USD,299500,US,100.0,US,M,Remote,Data Scientist,Very High,False
2022,SE,FT,Data Science Manager,299500,USD,299500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,299000,USD,299000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2022,EX,FT,Data Engineer,297500,USD,297500,US,100.0,US,M,Remote,Data Engineer,Very High,False
2023,SE,FT,Data Scientist,297300,USD,297300,US,100.0,US,M,Remote,Data Scientist,Very High,False
2023,SE,FT,Data Science Manager,297300,USD,297300,US,100.0,US,M,Remote,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,297300,USD,297300,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,ML Engineer,297300,USD,297300,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,SE,FT,Data Scientist,297000,USD,297000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,297000,USD,297000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,297000,USD,297000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Data Scientist,296980,USD,296980,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,MI,FT,Data Scientist,296980,USD,296980,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Data Scientist,296100,USD,296100,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,296100,USD,296100,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,EX,FT,Machine Learning Engineer,295500,USD,295500,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,SE,FT,Data Scientist,295490,USD,295490,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,295490,USD,295490,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,MI,FT,Research Engineer,295000,USD,295000,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Data Engineer,295000,USD,295000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,MI,FT,Research Scientist,295000,USD,295000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,295000,USD,295000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Data Scientist,294000,USD,294000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,294000,USD,294000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Research Scientist,293000,USD,293000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Engineer,293000,USD,293000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Research Engineer,293000,USD,293000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Machine Learning Scientist,292200,USD,292200,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Scientist,292000,USD,292000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,EN,FT,Data Analyst,291900,USD,291900,US,0.0,US,M,On-site,Data Analyst / BI,Very High,False
2023,SE,FT,ML Engineer,291500,USD,291500,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,291500,USD,291500,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,290300,USD,290300,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Research Scientist,290000,USD,290000,US,0.0,US,M,On-site,Research,Very High,False
2024,EX,FT,Machine Learning Engineer,290000,USD,290000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Research Engineer,290000,USD,290000,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Applied Scientist,290000,USD,290000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2024,EX,FT,Head of Data,290000,USD,290000,US,100.0,US,M,Remote,Management,Very High,False
2023,SE,FT,Data Scientist,290000,USD,290000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,290000,USD,290000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,EX,FT,Head of Data,290000,USD,290000,US,100.0,US,L,Remote,Management,Very High,False
2023,SE,FT,Data Engineer,290000,USD,290000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2023,SE,FT,Analytics Engineer,289800,USD,289800,US,0.0,US,M,On-site,Data Analyst / BI,Very High,False
2023,SE,FT,Analytics Engineer,289800,USD,289800,GB,0.0,GB,M,On-site,Data Analyst / BI,Very High,False
2023,SE,FT,Data Operations Engineer,289120,USD,289120,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,289076,USD,289076,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,ML Engineer,289076,USD,289076,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,AI Architect,289000,USD,289000,US,100.0,US,L,Remote,ML / AI Engineer,Very High,False
2024,EX,FT,Data Science,288400,USD,288400,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Engineer,288000,USD,288000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2024,MI,FT,Data Science,287800,USD,287800,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,287700,USD,287700,US,0.0,US,L,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Analytics Engineer,287500,USD,287500,US,0.0,US,M,On-site,Data Analyst / BI,Very High,False
2024,SE,FT,AI Engineer,287500,USD,287500,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Research Scientist,287500,USD,287500,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,287500,USD,287500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,287500,USD,287500,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,Machine Learning Engineer,287500,USD,287500,AU,0.0,AU,M,On-site,ML / AI Engineer,Very High,False
2024,EX,FT,Data Science,286500,USD,286500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Data Scientist,286000,USD,286000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Engineer,286000,USD,286000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Scientist,285800,USD,285800,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Data Scientist,285670,USD,285670,US,100.0,US,M,Remote,Data Scientist,Very High,False
2024,SE,FT,Applied Scientist,285200,USD,285200,US,100.0,US,M,Remote,Data Scientist,Very High,False
2024,SE,FT,AI Architect,285000,USD,285000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,Machine Learning Engineer,285000,USD,285000,US,0.0,US,L,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,285000,USD,285000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2023,SE,FT,Data Engineer,285000,USD,285000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Architect,285000,USD,285000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Research Scientist,285000,USD,285000,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Data Scientist,284500,CHF,323295,CH,50.0,CH,L,Hybrid,Data Scientist,Very High,False
2024,SE,FT,Machine Learning Engineer,284400,USD,284400,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,284310,USD,284310,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,284310,USD,284310,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,284050,USD,284050,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,284000,USD,284000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,EX,FT,Data Engineer,284000,USD,284000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2024,SE,FT,Data Engineer,283800,USD,283800,US,100.0,US,M,Remote,Data Engineer,Very High,False
2024,SE,FT,Data Scientist,283800,USD,283800,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Data Engineer,283780,USD,283780,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Deep Learning Engineer,283780,USD,283780,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,283780,USD,283780,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Data Architect,283500,USD,283500,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Machine Learning Engineer,283200,USD,283200,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Research Scientist,283050,USD,283050,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,283000,USD,283000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Robotics Software Engineer,282000,USD,282000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Data Engineer,282000,USD,282000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,282000,USD,282000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,EN,FT,Applied Scientist,281700,USD,281700,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,281000,USD,281000,CA,0.0,CA,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Research Engineer,281000,USD,281000,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,280889,USD,280889,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,280830,USD,280830,CA,100.0,CA,M,Remote,Data Scientist,Very High,False
2023,MI,FT,Machine Learning Engineer,280700,USD,280700,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,280600,USD,280600,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Architect,280100,USD,280100,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Very High,False
2024,SE,FT,Research Scientist,280000,USD,280000,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Prompt Engineer,280000,USD,280000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Research Engineer,280000,USD,280000,US,0.0,US,M,On-site,Research,Very High,False
2024,MI,FT,MLOps Engineer,280000,USD,280000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,MI,FT,Machine Learning Engineer,280000,USD,280000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,MI,FT,Data Science,280000,USD,280000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,280000,USD,280000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2023,SE,FT,Data Engineer,280000,USD,280000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Analyst,280000,USD,280000,US,0.0,US,M,On-site,Data Analyst / BI,Very High,False
2023,SE,FT,Machine Learning Scientist,280000,USD,280000,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,MI,FT,Research Scientist,280000,USD,280000,GB,50.0,GB,L,Hybrid,Research,Very High,False
2023,SE,FT,Computer Vision Engineer,280000,USD,280000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Data Scientist,279000,USD,279000,US,100.0,US,M,Remote,Data Scientist,Very High,False
2024,SE,FT,Data Architect,278800,USD,278800,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Very High,False
2024,SE,FT,Machine Learning Engineer,278700,USD,278700,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Research Scientist,278700,USD,278700,US,0.0,US,M,On-site,Research,Very High,False
2024,SE,FT,Data Scientist,278700,USD,278700,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Research Scientist,278700,USD,278700,US,0.0,US,M,On-site,Research,Very High,False
2023,SE,FT,Data Scientist,278700,USD,278700,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Engineer,278300,USD,278300,US,0.0,US,M,On-site,Data Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,278000,USD,278000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,277500,USD,277500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,277300,USD,277300,GB,0.0,GB,M,On-site,Data Scientist,Very High,False
2024,SE,FT,Data Engineer,277000,USD,277000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Machine Learning Scientist,277000,USD,277000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Scientist,277000,USD,277000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2024,SE,FT,AI Engineer,276000,USD,276000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2024,SE,FT,Data Engineer,276000,USD,276000,US,0.0,US,M,On-site,Data Engineer,Very High,False
2024,SE,FT,Data Architect,276000,USD,276000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Very High,False
2024,MI,FT,Data Science,276000,USD,276000,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,276000,USD,276000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,276000,USD,276000,US,0.0,US,M,On-site,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,276000,USD,276000,US,100.0,US,M,Remote,Data Engineer,Very High,False
2021,SE,FT,Lead Data Engineer,276000,USD,276000,US,0.0,US,L,On-site,Data Engineer,Very High,False
2023,SE,FT,Data Scientist,275500,USD,275500,US,0.0,US,M,On-site,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,275300,USD,275300,US,100.0,US,M,Remote,Data Scientist,Very High,False
2023,SE,FT,ML Engineer,275300,USD,275300,US,100.0,US,M,Remote,ML / AI Engineer,Very High,False
2023,SE,FT,Data Engineer,275300,USD,275300,US,100.0,US,M,Remote,Data Engineer,Very High,False
