occupation,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,occupation_short
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2020-Q1,18.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2020-Q2,17.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2020-Q3,18.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2020-Q4,19.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2021-Q1,22.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2021-Q2,23.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2021-Q3,19.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2021-Q4,17.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2022-Q1,18.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2022-Q2,17.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2022-Q3,17.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2022-Q4,16.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2023-Q1,12.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2023-Q2,12.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2023-Q3,12.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2023-Q4,15.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2024-Q1,18.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2024-Q2,21.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2024-Q3,24.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2024-Q4,25.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2025-Q1,24.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EE,ESTONIA,2025-Q2,25.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2020-Q2,9.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2020-Q3,8.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2020-Q4,4.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2021-Q1,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2021-Q2,4.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2021-Q3,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2021-Q4,5.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2022-Q1,5.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2022-Q2,5.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2022-Q3,5.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2022-Q4,5.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2023-Q1,5.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2023-Q2,5.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2023-Q3,5.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2023-Q4,6.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2024-Q1,6.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2024-Q2,6.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2024-Q3,7.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2024-Q4,8.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2025-Q1,9.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EL,GREECE,2025-Q2,9.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2019-Q4,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2020-Q1,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2020-Q2,3.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2020-Q3,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2020-Q4,3.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2021-Q1,3.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2021-Q2,3.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2021-Q3,3.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2021-Q4,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2022-Q1,4.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2022-Q2,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2022-Q3,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2022-Q4,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2023-Q1,5.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2023-Q2,5.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2023-Q3,5.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2023-Q4,5.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2024-Q1,6.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2024-Q2,6.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2024-Q3,6.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2024-Q4,6.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2025-Q1,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,ES,SPAIN,2025-Q2,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019-Q4,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020-Q1,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020-Q2,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020-Q3,3.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020-Q4,3.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021-Q1,2.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021-Q2,2.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021-Q3,3.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021-Q4,3.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022-Q1,3.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022-Q2,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022-Q3,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022-Q4,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023-Q1,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023-Q2,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023-Q3,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023-Q4,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024-Q1,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024-Q2,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024-Q3,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024-Q4,3.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2025-Q1,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2025-Q2,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2019-Q4,8.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2020-Q1,6.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2020-Q2,6.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2020-Q3,6.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2020-Q4,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2021-Q1,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2021-Q2,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2021-Q3,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2021-Q4,4.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2022-Q1,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2022-Q2,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2022-Q3,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2022-Q4,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2023-Q1,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2023-Q2,4.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2023-Q3,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2023-Q4,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2024-Q1,4.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2024-Q2,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2024-Q3,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2024-Q4,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2025-Q1,3.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FI,FINLAND,2025-Q2,2.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2019-Q4,6.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2020-Q1,6.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2020-Q2,6.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2020-Q3,5.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2020-Q4,5.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2021-Q1,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2021-Q2,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2021-Q3,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2021-Q4,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2022-Q1,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2022-Q2,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2022-Q3,4.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2022-Q4,4.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2023-Q1,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2023-Q2,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2023-Q3,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2023-Q4,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2024-Q1,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2024-Q2,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2024-Q3,4.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2024-Q4,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2025-Q1,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,FR,FRANCE,2025-Q2,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2019-Q4,6.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2020-Q1,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2020-Q2,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2020-Q3,4.5,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2020-Q4,4.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2021-Q1,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2021-Q2,4.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2021-Q3,4.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2021-Q4,4.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2022-Q1,4.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2022-Q2,4.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2022-Q3,4.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2022-Q4,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2023-Q1,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2023-Q2,3.2,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2023-Q3,3.1,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2023-Q4,3.0,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2024-Q1,3.3,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2024-Q2,3.4,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2024-Q3,3.7,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2024-Q4,3.9,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2025-Q1,3.6,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HR,CROATIA,2025-Q2,3.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HU,HUNGARY,2019-Q4,4.8,ICT SERVICE MANAGERS
INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS,PERCENTAGE,HU,HUNGARY,2020-Q1,4.5,ICT SERVICE MANAGERS
